filepath,directory,filename,title,word_count,file_size,last_modified,framework,platforms,content_type,audience,has_frontmatter,internal_links,external_links,relative_links
hub/apps/publish/publish-your-app/add-on/create-app-submission.md,hub/apps/publish/publish-your-app/add-on,create-app-submission.md,Create an app submission for your add-on,943,7858,1758048952.7677608,unknown,cross-version,guide,intermediate,True,9,1,0
hub/apps/publish/publish-your-app/add-on/app-certification-process.md,hub/apps/publish/publish-your-app/add-on,app-certification-process.md,The app certification process for add-on,797,5361,1758048952.7675486,unknown,cross-version,guide,advanced,True,8,0,2
hub/apps/publish/publish-your-app/add-on/write-great-app-description.md,hub/apps/publish/publish-your-app/add-on,write-great-app-description.md,Write a great app description for add-ons,635,3794,1758048952.7691095,unknown,cross-version,guide,advanced,True,2,0,0
hub/apps/publish/publish-your-app/add-on/what-are-add-ons.md,hub/apps/publish/publish-your-app/add-on,what-are-add-ons.md,What are add-ons,566,3690,1758048952.7690392,unknown,windows-10,guide,intermediate,True,1,0,0
hub/apps/publish/publish-your-app/add-on/configure-release-schedule.md,hub/apps/publish/publish-your-app/add-on,configure-release-schedule.md,Configure precise release scheduling,3271,35316,1758048952.7676454,unknown,"windows-10,windows-11",guide,intermediate,True,8,0,2
hub/apps/publish/publish-your-app/add-on/manage-submission-options.md,hub/apps/publish/publish-your-app/add-on,manage-submission-options.md,Manage submission options for add-on,1442,9279,1758048952.7682462,unknown,cross-version,guide,intermediate,True,2,0,0
hub/apps/publish/publish-your-app/add-on/schedule-pricing-changes.md,hub/apps/publish/publish-your-app/add-on,schedule-pricing-changes.md,Set and schedule app pricing for add-on,1516,9641,1758048952.7688608,unknown,"windows-10,windows-11",guide,intermediate,True,4,0,1
hub/apps/publish/publish-your-app/add-on/product-declarations.md,hub/apps/publish/publish-your-app/add-on,product-declarations.md,Product declarations for add-on,678,4582,1758048952.7685423,unknown,cross-version,guide,intermediate,True,6,1,4
hub/apps/publish/publish-your-app/add-on/market-selection.md,hub/apps/publish/publish-your-app/add-on,market-selection.md,Define markets for add-on,1728,16232,1758048952.768338,unknown,cross-version,guide,intermediate,True,5,1,4
hub/apps/publish/publish-your-app/add-on/resolve-submission-errors.md,hub/apps/publish/publish-your-app/add-on,resolve-submission-errors.md,Resolve submission errors for add-on,939,6558,1758048952.7687554,uwp,windows-10,guide,intermediate,True,12,3,7
hub/apps/publish/publish-your-app/add-on/price-and-availability.md,hub/apps/publish/publish-your-app/add-on,price-and-availability.md,Set app pricing and availability for add-on,578,3706,1758048952.7684739,unknown,cross-version,guide,intermediate,True,5,1,1
hub/apps/publish/publish-your-app/add-on/create-app-store-listing.md,hub/apps/publish/publish-your-app/add-on,create-app-store-listing.md,Create add-on store listings,426,2809,1758048952.7677016,unknown,cross-version,guide,intermediate,True,2,2,1
hub/apps/publish/publish-your-app/pwa/enter-app-properties.md,hub/apps/publish/publish-your-app/pwa,enter-app-properties.md,Enter app properties for PWA,844,6203,1758048952.836801,unknown,cross-version,guide,intermediate,True,7,2,2
hub/apps/publish/publish-your-app/pwa/age-ratings.md,hub/apps/publish/publish-your-app/pwa,age-ratings.md,Age ratings for PWA,1038,10039,1758048952.8360953,unknown,cross-version,guide,intermediate,True,3,1,1
hub/apps/publish/publish-your-app/pwa/reserve-your-apps-name.md,hub/apps/publish/publish-your-app/pwa,reserve-your-apps-name.md,Reserve your PWA's app name,377,2417,1758048952.839725,unknown,cross-version,guide,intermediate,True,1,2,1
hub/apps/publish/publish-your-app/pwa/add-additional-information.md,hub/apps/publish/publish-your-app/pwa,add-additional-information.md,Add additional information for PWA,431,2783,1758048952.8358994,unknown,cross-version,guide,intermediate,True,0,1,0
hub/apps/publish/publish-your-app/pwa/screenshots-and-images.md,hub/apps/publish/publish-your-app/pwa,screenshots-and-images.md,"App screenshots, images, and trailers for PWA",2551,15981,1758048952.839967,unknown,"windows-10,windows-11",guide,intermediate,True,7,1,3
hub/apps/publish/publish-your-app/pwa/visibility-options.md,hub/apps/publish/publish-your-app/pwa,visibility-options.md,Choose visibility options for PWA,1771,11121,1758048952.8403137,unknown,"windows-10,windows-11",guide,intermediate,True,12,0,8
hub/apps/publish/publish-your-app/pwa/turn-your-website-pwa.md,hub/apps/publish/publish-your-app/pwa,turn-your-website-pwa.md,Turn your website into a high quality PWA,901,6054,1758048952.8401606,unknown,cross-version,guide,intermediate,True,3,4,7
hub/apps/publish/publish-your-app/pwa/upload-app-packages.md,hub/apps/publish/publish-your-app/pwa,upload-app-packages.md,Upload app packages for PWA,869,5653,1758048952.8402214,unknown,"windows-10,windows-11",guide,intermediate,True,4,0,2
hub/apps/publish/publish-your-app/pwa/system-requirements.md,hub/apps/publish/publish-your-app/pwa,system-requirements.md,System requirements for PWA,457,2969,1758048952.8401022,uwp,windows-10,guide,intermediate,True,0,0,0
hub/apps/publish/publish-your-app/pwa/import-and-export-store-listings.md,hub/apps/publish/publish-your-app/pwa,import-and-export-store-listings.md,Import and export store listings for PWA,2012,12097,1758048952.8389888,unknown,cross-version,guide,intermediate,True,4,0,1
hub/apps/publish/publish-your-app/pwa/publish-update-to-your-app-on-store.md,hub/apps/publish/publish-your-app/pwa,publish-update-to-your-app-on-store.md,Publish update to your PWA on the Store,198,1768,1758048952.8396845,unknown,cross-version,guide,intermediate,True,7,0,1
hub/apps/publish/publish-your-app/pwa/create-app-submission.md,hub/apps/publish/publish-your-app/pwa,create-app-submission.md,Create an app submission for your PWA,867,7160,1758048952.836748,unknown,cross-version,guide,intermediate,True,7,2,1
hub/apps/publish/publish-your-app/pwa/app-certification-process.md,hub/apps/publish/publish-your-app/pwa,app-certification-process.md,The app certification process for PWA,672,4620,1758048952.8361588,unknown,cross-version,guide,advanced,True,9,0,3
hub/apps/publish/publish-your-app/pwa/app-package-requirements.md,hub/apps/publish/publish-your-app/pwa,app-package-requirements.md,App package requirements for PWA,2860,41068,1758048952.8364606,uwp,"windows-10,windows-11",guide,intermediate,True,6,0,4
hub/apps/publish/publish-your-app/pwa/write-great-app-description.md,hub/apps/publish/publish-your-app/pwa,write-great-app-description.md,Write a great app description for PWA,635,3804,1758048952.8404102,unknown,cross-version,guide,advanced,True,2,0,0
hub/apps/publish/publish-your-app/pwa/support-info.md,hub/apps/publish/publish-your-app/pwa,support-info.md,Support info for PWA,429,2790,1758048952.8400142,unknown,cross-version,guide,intermediate,True,2,1,2
hub/apps/publish/publish-your-app/pwa/app-package-management.md,hub/apps/publish/publish-your-app/pwa,app-package-management.md,Guidance for app package management for PWA,614,4054,1758048952.8362367,unknown,"windows-10,windows-11",guide,intermediate,True,2,0,1
hub/apps/publish/publish-your-app/pwa/configure-release-schedule.md,hub/apps/publish/publish-your-app/pwa,configure-release-schedule.md,Configure precise release scheduling,3269,35298,1758048952.8366046,unknown,"windows-10,windows-11",guide,intermediate,True,8,0,1
hub/apps/publish/publish-your-app/pwa/manage-submission-options.md,hub/apps/publish/publish-your-app/pwa,manage-submission-options.md,Manage submission options for PWA,1701,10745,1758048952.8391244,unknown,cross-version,guide,intermediate,True,2,0,0
hub/apps/publish/publish-your-app/pwa/schedule-pricing-changes.md,hub/apps/publish/publish-your-app/pwa,schedule-pricing-changes.md,Set and schedule app pricing for PWA,1264,7873,1758048952.8398736,unknown,"windows-10,windows-11",guide,intermediate,True,4,0,1
hub/apps/publish/publish-your-app/pwa/add-and-edit-store-listing-info.md,hub/apps/publish/publish-your-app/pwa,add-and-edit-store-listing-info.md,Add and edit Store listing info for PWA,1791,11938,1758048952.8359969,unknown,"windows-10,windows-11",guide,intermediate,True,11,1,2
hub/apps/publish/publish-your-app/pwa/product-declarations.md,hub/apps/publish/publish-your-app/pwa,product-declarations.md,Product declarations for PWA,676,4541,1758048952.8396409,unknown,cross-version,guide,intermediate,True,6,1,4
hub/apps/publish/publish-your-app/pwa/market-selection.md,hub/apps/publish/publish-your-app/pwa,market-selection.md,Define markets for PWA,1726,16195,1758048952.8393538,unknown,cross-version,guide,intermediate,True,5,1,3
hub/apps/publish/publish-your-app/pwa/resolve-submission-errors.md,hub/apps/publish/publish-your-app/pwa,resolve-submission-errors.md,Resolve submission errors for PWA,933,6493,1758048952.8398135,uwp,windows-10,guide,intermediate,True,12,3,5
hub/apps/publish/publish-your-app/pwa/price-and-availability.md,hub/apps/publish/publish-your-app/pwa,price-and-availability.md,Set app pricing and availability for PWA,994,6283,1758048952.8395848,unknown,"windows-10,windows-11",guide,intermediate,True,7,0,1
hub/apps/publish/publish-your-app/pwa/create-app-store-listing.md,hub/apps/publish/publish-your-app/pwa,create-app-store-listing.md,Create store listings for PWA,487,3633,1758048952.8366716,unknown,cross-version,guide,intermediate,True,5,0,0
hub/apps/publish/publish-your-app/pwa/categories-and-subcategories.md,hub/apps/publish/publish-your-app/pwa,categories-and-subcategories.md,Categories and subcategories for PWA,1053,15980,1758048952.8365488,unknown,cross-version,guide,intermediate,True,0,0,0
hub/apps/desktop/modernize/integrate-packaged-app-with-file-explorer.md,hub/apps/desktop/modernize,integrate-packaged-app-with-file-explorer.md,Integrate a packaged desktop app with File Explorer,2415,20510,1758048952.326076,unknown,windows-10,guide,advanced,True,3,9,1
hub/apps/desktop/modernize/modernize-wpf-tutorial-1.md,hub/apps/desktop/modernize,modernize-wpf-tutorial-1.md,Migrate the Contoso Expenses app to .NET Core 3,1969,16044,1758048952.3262496,wpf-winforms,windows-10,tutorial,intermediate,True,4,2,0
hub/apps/desktop/modernize/modernize-wpf-tutorial.md,hub/apps/desktop/modernize,modernize-wpf-tutorial.md,Tutorial: Modernize a WPF app,1430,9736,1758048952.3268661,wpf-winforms,windows-10,tutorial,advanced,True,7,4,0
hub/apps/desktop/modernize/modernize-wpf-tutorial-5.md,hub/apps/desktop/modernize,modernize-wpf-tutorial-5.md,Package and deploy with MSIX,659,4725,1758048952.326752,wpf-winforms,windows-10,tutorial,intermediate,True,4,0,0
hub/apps/desktop/modernize/desktop-to-uwp-extensions.md,hub/apps/desktop/modernize,desktop-to-uwp-extensions.md,Integrate your desktop app with Windows using packaging extensions,5885,66021,1758048952.236581,uwp,"windows-10,windows-11",guide,intermediate,True,6,9,1
hub/apps/desktop/modernize/modernize-wpf-tutorial-4.md,hub/apps/desktop/modernize,modernize-wpf-tutorial-4.md,Add Windows 10 user activities and notifications,2691,23038,1758048952.3265595,wpf-winforms,"windows-10,windows-11",tutorial,intermediate,True,3,3,0
hub/apps/desktop/modernize/desktop-to-uwp-supported-api.md,hub/apps/desktop/modernize,desktop-to-uwp-supported-api.md,Windows Runtime APIs not supported in desktop apps,2066,55045,1758048952.2366726,uwp,windows-10,reference,advanced,True,9,3,4
hub/apps/desktop/modernize/grant-identity-to-nonpackaged-apps-visual-studio.md,hub/apps/desktop/modernize,grant-identity-to-nonpackaged-apps-visual-studio.md,Grant package identity by packaging with external location in Visual Studio,1555,13393,1758048952.237255,unknown,"windows-10,windows-11",guide,intermediate,True,0,1,0
hub/apps/desktop/modernize/desktop-to-uwp-extend.md,hub/apps/desktop/modernize,desktop-to-uwp-extend.md,Extend your app with Windows UI and components,2238,20555,1758048952.236474,uwp,windows-10,guide,intermediate,True,6,7,1
hub/apps/desktop/modernize/modernize-packaged-apps.md,hub/apps/desktop/modernize,modernize-packaged-apps.md,Modernize packaged desktop apps,482,3402,1758048952.3261402,windows-app-sdk,windows-10,guide,intermediate,True,6,0,0
hub/apps/desktop/modernize/index.md,hub/apps/desktop/modernize,index.md,Modernize your desktop apps for Windows,1499,10961,1758048952.3259852,windows-app-sdk,"windows-10,windows-11",tutorial,advanced,True,14,1,7
hub/apps/desktop/modernize/desktop-to-uwp-distribute.md,hub/apps/desktop/modernize,desktop-to-uwp-distribute.md,Publish your packaged desktop application to the Microsoft Store or sideload it onto one or more devices.,1129,8915,1758048952.2362795,uwp,"windows-10,windows-11",guide,intermediate,True,1,5,0
hub/apps/desktop/modernize/desktop-to-uwp-enhance.md,hub/apps/desktop/modernize,desktop-to-uwp-enhance.md,Call Windows Runtime APIs in desktop apps,2699,22617,1758048952.2363598,uwp,"windows-10,windows-11",guide,beginner,True,7,13,0
hub/apps/desktop/modernize/package-identity-overview.md,hub/apps/desktop/modernize,package-identity-overview.md,An overview of Package Identity in Windows apps,1683,12949,1758048952.3271024,unknown,"windows-10,windows-11",overview,advanced,True,0,1,0
hub/apps/desktop/modernize/modernize-wpf-tutorial-3.md,hub/apps/desktop/modernize,modernize-wpf-tutorial-3.md,Add a UWP CalendarView control using XAML Islands,1731,15067,1758048952.3264813,wpf-winforms,windows-10,tutorial,intermediate,True,7,0,0
hub/apps/desktop/modernize/grant-identity-to-nonpackaged-apps-overview.md,hub/apps/desktop/modernize,grant-identity-to-nonpackaged-apps-overview.md,Grant package identity by packaging with external location,283,2224,1758048952.23709,unknown,"windows-10,windows-11",overview,intermediate,True,0,1,0
hub/apps/desktop/modernize/winrt-com-interop-csharp.md,hub/apps/desktop/modernize,winrt-com-interop-csharp.md,Call interop APIs from a .NET app,989,13572,1758048952.3281527,windows-app-sdk,windows-10,guide,intermediate,True,22,1,19
hub/apps/desktop/modernize/modernize-wpf-tutorial-2.md,hub/apps/desktop/modernize,modernize-wpf-tutorial-2.md,Add a UWP InkCanvas control using XAML Islands,982,8543,1758048952.3263702,wpf-winforms,windows-10,tutorial,intermediate,True,4,0,0
hub/apps/desktop/modernize/grant-identity-to-nonpackaged-apps.md,hub/apps/desktop/modernize,grant-identity-to-nonpackaged-apps.md,Grant package identity by packaging with external location manually,1931,17730,1758048952.237305,unknown,"windows-10,windows-11",guide,intermediate,True,0,2,0
hub/apps/desktop/modernize/get-activation-info-for-packaged-apps.md,hub/apps/desktop/modernize,get-activation-info-for-packaged-apps.md,Get activation info for packaged apps,455,5640,1758048952.2370405,unknown,windows-10,guide,intermediate,False,6,0,1
hub/apps/desktop/modernize/ui/visual-layer-in-desktop-apps.md,hub/apps/desktop/modernize/ui,visual-layer-in-desktop-apps.md,Modernize your desktop app using the Visual layer,948,8154,1758048952.3279967,uwp,windows-10,tutorial,advanced,True,4,15,5
hub/apps/desktop/modernize/ui/using-the-visual-layer-with-windows-forms.md,hub/apps/desktop/modernize/ui,using-the-visual-layer-with-windows-forms.md,Using the Visual Layer with Windows Forms,2549,26489,1758048952.3277876,unknown,windows-10,tutorial,beginner,True,0,4,1
hub/apps/desktop/modernize/ui/apply-mica-win32.md,hub/apps/desktop/modernize/ui,apply-mica-win32.md,Use Mica material in Win32 apps,1050,11174,1758048952.3272662,win32,windows-11,guide,intermediate,True,9,16,9
hub/apps/desktop/modernize/ui/apply-windows-themes.md,hub/apps/desktop/modernize/ui,apply-windows-themes.md,Support Dark and Light themes in Win32 apps,1932,13649,1758048952.3275843,windows-app-sdk,windows-11,guide,intermediate,True,4,0,4
hub/apps/desktop/modernize/ui/apply-snap-layout-menu.md,hub/apps/desktop/modernize/ui,apply-snap-layout-menu.md,Support snap layouts for desktop apps on Windows 11,532,3715,1758048952.3274593,windows-app-sdk,windows-11,guide,intermediate,True,1,1,1
hub/apps/desktop/modernize/ui/using-the-visual-layer-with-win32.md,hub/apps/desktop/modernize/ui,using-the-visual-layer-with-win32.md,Using the Visual Layer with Win32,2277,22034,1758048952.327684,win32,windows-10,tutorial,intermediate,True,0,2,5
hub/apps/desktop/modernize/ui/using-the-visual-layer-with-wpf.md,hub/apps/desktop/modernize/ui,using-the-visual-layer-with-wpf.md,Using the Visual Layer with WPF,3770,42227,1758048952.3279052,wpf-winforms,windows-10,tutorial,beginner,True,0,5,1
hub/apps/desktop/modernize/ui/apply-rounded-corners.md,hub/apps/desktop/modernize/ui,apply-rounded-corners.md,Apply rounded corners in desktop apps,1573,12103,1758048952.3273866,uwp,windows-11,guide,intermediate,True,1,0,1
hub/apps/desktop/modernize/framework-packages/framework-packages-overview.md,hub/apps/desktop/modernize/framework-packages,framework-packages-overview.md,MSIX framework packages and dynamic dependencies,1082,7734,1758048952.23677,windows-app-sdk,"windows-10,windows-11",tutorial,intermediate,True,10,0,8
hub/apps/desktop/modernize/framework-packages/index.md,hub/apps/desktop/modernize/framework-packages,index.md,Use MSIX framework packages dynamically from your desktop app,387,2932,1758048952.236863,windows-app-sdk,windows-11,overview,intermediate,True,8,0,5
hub/apps/desktop/modernize/framework-packages/use-the-dynamic-dependency-api.md,hub/apps/desktop/modernize/framework-packages,use-the-dynamic-dependency-api.md,Use the dynamic dependency API to reference MSIX packages at run time,1353,10817,1758048952.2369666,windows-app-sdk,windows-11,reference,intermediate,True,9,1,5
hub/apps/desktop/modernize/xaml-islands/host-standard-control-with-xaml-islands.md,hub/apps/desktop/modernize/xaml-islands,host-standard-control-with-xaml-islands.md,Use XAML Islands to host a UWP XAML control in a C# WPF app,2628,21972,1758048952.3300052,uwp,"windows-10,windows-11",guide,intermediate,True,3,13,0
hub/apps/desktop/modernize/xaml-islands/host-custom-control-with-xaml-islands.md,hub/apps/desktop/modernize/xaml-islands,host-custom-control-with-xaml-islands.md,Host a custom WinRT XAML control in a WPF app using XAML Islands,2887,22514,1758048952.3298156,windows-app-sdk,windows-10,guide,beginner,True,2,15,1
hub/apps/desktop/modernize/xaml-islands/host-standard-control-with-xaml-islands-cpp.md,hub/apps/desktop/modernize/xaml-islands,host-standard-control-with-xaml-islands-cpp.md,Host a standard WinRT XAML control in a C++ desktop (Win32) app using XAML Islands,2335,21470,1758048952.3299303,unknown,windows-10,guide,beginner,True,8,15,0
hub/apps/desktop/modernize/xaml-islands/xaml-islands.md,hub/apps/desktop/modernize/xaml-islands,xaml-islands.md,Host WinRT XAML controls in desktop apps,2365,19585,1758048952.3301792,windows-app-sdk,windows-10,tutorial,intermediate,True,14,17,5
hub/apps/desktop/modernize/xaml-islands/advanced-scenarios-xaml-islands-cpp.md,hub/apps/desktop/modernize/xaml-islands,advanced-scenarios-xaml-islands-cpp.md,Advanced scenarios for XAML Islands in C++ desktop (Win32) apps,1003,10372,1758048952.3295884,unknown,windows-10,guide,advanced,True,6,15,0
hub/apps/desktop/modernize/xaml-islands/host-custom-control-with-xaml-islands-cpp.md,hub/apps/desktop/modernize/xaml-islands,host-custom-control-with-xaml-islands-cpp.md,Host a custom WinRT XAML control in a C++ desktop (Win32) app using the XAML Hosting API,3493,34008,1758048952.329722,windows-app-sdk,windows-10,guide,advanced,True,6,20,8
hub/apps/desktop/modernize/xaml-islands/using-the-xaml-hosting-api.md,hub/apps/desktop/modernize/xaml-islands,using-the-xaml-hosting-api.md,Using the WinRT XAML hosting API in a C++ desktop (Win32) app,1969,15954,1758048952.3300948,uwp,windows-10,reference,advanced,True,12,11,1
hub/apps/api-reference/bootstrapper-cpp-api/bootstrapper-cpp-api-constants.md,hub/apps/api-reference/bootstrapper-cpp-api,bootstrapper-cpp-api-constants.md,Constants for use with the Bootstrapper C++ API,681,5244,1758048950.3761902,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,1
hub/apps/api-reference/bootstrapper-cpp-api/index.md,hub/apps/api-reference/bootstrapper-cpp-api,index.md,Bootstrapper C++ API,177,1731,1758048950.3762393,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,3,0,0
hub/apps/api-reference/cs-bootstrapper-apis/cs-bootstrapper-apis-constants.md,hub/apps/api-reference/cs-bootstrapper-apis,cs-bootstrapper-apis-constants.md,Constants for use with the Bootstrapper C# APIs,690,5091,1758048950.3768198,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,1
hub/apps/api-reference/cs-bootstrapper-apis/index.md,hub/apps/api-reference/cs-bootstrapper-apis,index.md,Bootstrapper C# APIs,144,1305,1758048950.3768725,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,3,0,1
hub/apps/api-reference/cs-interop-apis/index.md,hub/apps/api-reference/cs-interop-apis,index.md,Interop C# APIs for WinUI,147,1302,1758048950.3771484,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,3,0,2
hub/apps/api-reference/interface-members/iaccesskeymanagerstaticsdisplaymode-enterdisplaymode.md,hub/apps/api-reference/interface-members,iaccesskeymanagerstaticsdisplaymode-enterdisplaymode.md,IAccessKeyManagerStaticsDisplayMode.EnterDisplayMode method,129,1348,1758048950.3777943,unknown,windows-11,reference,intermediate,True,0,0,0
hub/apps/api-reference/interface-members/ixamlsourcetransparency-isbackgroundtransparent.md,hub/apps/api-reference/interface-members,ixamlsourcetransparency-isbackgroundtransparent.md,IXamlSourceTransparency.IsBackgroundTransparent property,309,2850,1758048950.377859,uwp,windows-10,reference,intermediate,True,0,0,0
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.getmonitorfromdisplayid.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.getmonitorfromdisplayid.md,Win32Interop.GetMonitorFromDisplayId(DisplayId) method,174,1641,1758048950.3774745,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.geticonidfromicon.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.geticonidfromicon.md,Win32Interop.GetIconIdFromIcon(IntPtr) method,142,1356,1758048950.3774133,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.geticonfromiconid.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.geticonfromiconid.md,Win32Interop.GetIconFromIconId(IconId) method,168,1506,1758048950.3773568,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.getwindowfromwindowid.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.getwindowfromwindowid.md,Win32Interop.GetWindowFromWindowId(WindowId) method,168,1555,1758048950.3775263,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.getdisplayidfrommonitor.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.getdisplayidfrommonitor.md,Win32Interop.GetDisplayIdFromMonitor(IntPtr) method,144,1438,1758048950.3773005,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.md,Microsoft.UI namespace,112,1083,1758048950.3772407,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,4,0,3
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.md,Win32Interop class,141,1687,1758048950.3776276,win32,"windows-10,windows-11",reference,intermediate,True,11,0,4
hub/apps/api-reference/cs-interop-apis/microsoft.ui/microsoft.ui.win32interop.getwindowidfromwindow.md,hub/apps/api-reference/cs-interop-apis/microsoft.ui,microsoft.ui.win32interop.getwindowidfromwindow.md,Win32Interop.GetWindowIdFromWindow(IntPtr) method,143,1373,1758048950.3775811,win32,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency/microsoft.windows.applicationmodel.dynamicdependency.md,hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency,microsoft.windows.applicationmodel.dynamicdependency.md,Microsoft.Windows.ApplicationModel.DynamicDependency namespace,88,1079,1758048950.3770065,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency/microsoft.windows.applicationmodel.dynamicdependency.bootstrap.md,hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency,microsoft.windows.applicationmodel.dynamicdependency.bootstrap.md,Bootstrap class,488,4297,1758048950.3769617,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,4,0,0
hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency/microsoft.windows.applicationmodel.dynamicdependency.packageversion.md,hub/apps/api-reference/cs-bootstrapper-apis/microsoft.windows.applicationmodel.dynamicdependency,microsoft.windows.applicationmodel.dynamicdependency.packageversion.md,PackageVersion struct,348,3253,1758048950.377059,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,2,0,0
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap/microsoft.windows.applicationmodel.dynamicdependency.bootstrap.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap,microsoft.windows.applicationmodel.dynamicdependency.bootstrap.md,Microsoft::Windows::ApplicationModel::DynamicDependency::Bootstrap namespace,186,2206,1758048950.3765745,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,6,0,2
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap/microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initializenothrow.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap,microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initializenothrow.md,InitializeNoThrow function,226,3034,1758048950.3765237,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,0
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap/microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initialize.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap,microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initialize.md,Initialize function,243,3026,1758048950.3763328,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,0
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap/microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initializefailfast.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel.dynamicdependency.bootstrap,microsoft.windows.applicationmodel.dynamicdependency.bootstrap.initializefailfast.md,InitializeFailFast function,216,2850,1758048950.3763976,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,0
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel/microsoft.windows.applicationmodel.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel,microsoft.windows.applicationmodel.md,Microsoft::Windows::ApplicationModel namespace,110,987,1758048950.376662,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,4,0,2
hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel/microsoft.windows.applicationmodel.packageversion.md,hub/apps/api-reference/bootstrapper-cpp-api/microsoft.windows.applicationmodel,microsoft.windows.applicationmodel.packageversion.md,PackageVersion class,299,2779,1758048950.3767283,windows-app-sdk,"windows-10,windows-11",reference,intermediate,True,1,0,0
hub/apps/develop/settings/readclouddatasettings-exe.md,hub/apps/develop/settings,readclouddatasettings-exe.md,Cloud Data Store Settings Reader Tool (readCloudDataSettings.exe),669,9091,1758048952.5830479,unknown,"windows-10,windows-11",guide,intermediate,True,2,0,0
hub/apps/develop/settings/settings-windows-11.md,hub/apps/develop/settings,settings-windows-11.md,Reference for Windows 11 settings,1823,13463,1758048952.5833,unknown,"windows-10,windows-11",guide,advanced,True,2,0,0
hub/apps/develop/settings/settings-common.md,hub/apps/develop/settings,settings-common.md,Reference for Windows 11 and Windows 10 settings,8577,60930,1758048952.583206,uwp,"windows-10,windows-11",guide,advanced,True,6,2,0
